kind,domain,votes,source,title,published_at,slug,currencies,id,url,created_at
news,coinpaprika.com,"{'negative': 0, 'positive': 12, 'important': 4, 'liked': 8, 'disliked': 2, 'lol': 2, 'toxic': 0, 'saved': 1, 'comments': 3}","{'title': 'coinpaprika', 'region': 'en', 'domain': 'coinpaprika.com', 'path': None}",Bitcoin Demand Will Boom in 2024: Micheal Saylor Predicts,2023-11-12T07:00:59Z,Bitcoin-Demand-Will-Boom-in-2024-Micheal-Saylor-Predicts,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19032545,https://cryptopanic.com/news/19032545/Bitcoin-Demand-Will-Boom-in-2024-Micheal-Saylor-Predicts,2023-11-12 07:00:59+00:00
news,finbold.com,"{'negative': 1, 'positive': 6, 'important': 3, 'liked': 5, 'disliked': 1, 'lol': 1, 'toxic': 0, 'saved': 3, 'comments': 2}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}","$365 billion inflows crypto market cap in a month, but what’s next?",2023-11-11T16:29:34Z,365-billion-inflows-crypto-market-cap-in-a-month-but-whats-next,"[{'code': 'MC_', 'title': 'Market Cap', 'slug': 'market-cap', 'url': 'https://cryptopanic.com/news/market-cap/'}, {'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19032010,https://cryptopanic.com/news/19032010/365-billion-inflows-crypto-market-cap-in-a-month-but-whats-next,2023-11-11 16:29:34+00:00
news,finbold.com,"{'negative': 0, 'positive': 14, 'important': 8, 'liked': 9, 'disliked': 1, 'lol': 4, 'toxic': 0, 'saved': 4, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",‘Biggest bull run ever’ looms for Bitcoin as this indicator reappears after 8 years,2023-11-11T12:24:06Z,Biggest-bull-run-ever-looms-for-Bitcoin-as-this-indicator-reappears-after-8-years,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'OP', 'title': 'Optimism', 'slug': 'optimism', 'url': 'https://cryptopanic.com/news/optimism/'}]",19031697,https://cryptopanic.com/news/19031697/Biggest-bull-run-ever-looms-for-Bitcoin-as-this-indicator-reappears-after-8-years,2023-11-11 12:24:06+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}","‘Rich Dad’ R. Kiyosaki: Save gold, silver, Bitcoin, as leaders want war",2023-11-10T09:30:58Z,Rich-Dad-R-Kiyosaki-Save-gold-silver-Bitcoin-as-leaders-want-war,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19029202,https://cryptopanic.com/news/19029202/Rich-Dad-R-Kiyosaki-Save-gold-silver-Bitcoin-as-leaders-want-war,2023-11-10 09:30:58+00:00
news,coinpaprika.com,"{'negative': 0, 'positive': 4, 'important': 4, 'liked': 4, 'disliked': 1, 'lol': 1, 'toxic': 0, 'saved': 0, 'comments': 0}","{'title': 'coinpaprika', 'region': 'en', 'domain': 'coinpaprika.com', 'path': None}","Bitcoin Surges Past $37,000: Find Out Why",2023-11-09T15:48:51Z,Bitcoin-Surges-Past-37000-Find-Out-Why,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19027489,https://cryptopanic.com/news/19027489/Bitcoin-Surges-Past-37000-Find-Out-Why,2023-11-09 15:48:51+00:00
news,cryptoslate.com,"{'negative': 0, 'positive': 5, 'important': 5, 'liked': 6, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 0, 'comments': 0}","{'title': 'CryptoSlate', 'region': 'en', 'domain': 'cryptoslate.com', 'path': None}",ETH crosses $2k as BlackRock’s Ethereum Trust ETF filing surfaces,2023-11-09T15:38:14Z,ETH-crosses-2k-as-BlackRocks-Ethereum-Trust-ETF-filing-surfaces,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}]",19027434,https://cryptopanic.com/news/19027434/ETH-crosses-2k-as-BlackRocks-Ethereum-Trust-ETF-filing-surfaces,2023-11-09 15:38:14+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 4, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Robinhood to launch Bitcoin and crypto trading in the EU and UK,2023-11-09T15:23:32Z,Robinhood-to-launch-Bitcoin-and-crypto-trading-in-the-EU-and-UK,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19027407,https://cryptopanic.com/news/19027407/Robinhood-to-launch-Bitcoin-and-crypto-trading-in-the-EU-and-UK,2023-11-09 15:23:32+00:00
news,en.bitcoinsistemi.com,"{'negative': 1, 'positive': 36, 'important': 22, 'liked': 34, 'disliked': 1, 'lol': 2, 'toxic': 0, 'saved': 2, 'comments': 6}","{'title': 'en bitcoinsistemi', 'region': 'en', 'domain': 'en.bitcoinsistemi.com', 'path': None}",BREAKING: BlackRock Allegedly Plans to Apply for Ethereum Spot ETF,2023-11-09T15:07:04Z,BREAKING-BlackRock-Allegedly-Plans-to-Apply-for-Ethereum-Spot-ETF,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}]",19027346,https://cryptopanic.com/news/19027346/BREAKING-BlackRock-Allegedly-Plans-to-Apply-for-Ethereum-Spot-ETF,2023-11-09 15:07:04+00:00
news,coinpaprika.com,"{'negative': 6, 'positive': 5, 'important': 5, 'liked': 6, 'disliked': 0, 'lol': 6, 'toxic': 0, 'saved': 2, 'comments': 8}","{'title': 'coinpaprika', 'region': 'en', 'domain': 'coinpaprika.com', 'path': None}",U.S. SEC May Delay Bitcoin ETF Launch Even After Approval.,2023-11-09T11:19:18Z,US-SEC-May-Delay-Bitcoin-ETF-Launch-Even-After-Approval,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19026698,https://cryptopanic.com/news/19026698/US-SEC-May-Delay-Bitcoin-ETF-Launch-Even-After-Approval,2023-11-09 11:19:18+00:00
news,finbold.com,"{'negative': 0, 'positive': 4, 'important': 4, 'liked': 4, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 2}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Bitcoin hits new yearly high; What’s next for BTC price?,2023-11-09T09:43:05Z,Bitcoin-hits-new-yearly-high-Whats-next-for-BTC-price,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19026430,https://cryptopanic.com/news/19026430/Bitcoin-hits-new-yearly-high-Whats-next-for-BTC-price,2023-11-09 09:43:05+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Why is crypto market up today?,2023-11-09T09:34:03Z,Why-is-crypto-market-up-today,"[{'code': 'MC_', 'title': 'Market Cap', 'slug': 'market-cap', 'url': 'https://cryptopanic.com/news/market-cap/'}, {'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19026405,https://cryptopanic.com/news/19026405/Why-is-crypto-market-up-today,2023-11-09 09:34:03+00:00
news,coinpaprika.com,"{'negative': 0, 'positive': 8, 'important': 5, 'liked': 7, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 0, 'comments': 0}","{'title': 'coinpaprika', 'region': 'en', 'domain': 'coinpaprika.com', 'path': None}","Bitcoin Price Reaches $37,000 Amid Bitcoin ETF Excitements",2023-11-09T07:58:21Z,Bitcoin-Price-Reaches-37000-Amid-Bitcoin-ETF-Excitements,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19026198,https://cryptopanic.com/news/19026198/Bitcoin-Price-Reaches-37000-Amid-Bitcoin-ETF-Excitements,2023-11-09 07:58:21+00:00
news,decrypt.co,"{'negative': 1, 'positive': 12, 'important': 8, 'liked': 9, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 5, 'comments': 0}","{'title': 'Decrypt', 'region': 'en', 'domain': 'decrypt.co', 'path': None}",12 Bitcoin ETFs Have 'Brief Window' for SEC Approval Starting Tomorrow,2023-11-08T22:14:12Z,12-Bitcoin-ETFs-Have-Brief-Window-for-SEC-Approval-Starting-Tomorrow,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19025489,https://cryptopanic.com/news/19025489/12-Bitcoin-ETFs-Have-Brief-Window-for-SEC-Approval-Starting-Tomorrow,2023-11-08 22:14:12+00:00
news,theblock.co,"{'negative': 0, 'positive': 6, 'important': 5, 'liked': 4, 'disliked': 0, 'lol': 3, 'toxic': 0, 'saved': 2, 'comments': 0}","{'title': 'The Block', 'region': 'en', 'domain': 'theblock.co', 'path': None}",The SEC has opened talks with Grayscale over its bid for a spot bitcoin ETF conversion: report,2023-11-08T21:35:33Z,The-SEC-has-opened-talks-with-Grayscale-over-its-bid-for-a-spot-bitcoin-ETF-conversion-report,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19025411,https://cryptopanic.com/news/19025411/The-SEC-has-opened-talks-with-Grayscale-over-its-bid-for-a-spot-bitcoin-ETF-conversion-report,2023-11-08 21:35:33+00:00
news,coindesk.com,"{'negative': 0, 'positive': 9, 'important': 8, 'liked': 8, 'disliked': 0, 'lol': 2, 'toxic': 0, 'saved': 2, 'comments': 1}","{'title': 'CoinDesk', 'region': 'en', 'domain': 'coindesk.com', 'path': None}",U.S. SEC Said to Open Talks with Grayscale on Spot Bitcoin ETF Push,2023-11-08T20:51:28Z,US-SEC-Said-to-Open-Talks-with-Grayscale-on-Spot-Bitcoin-ETF-Push,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19025313,https://cryptopanic.com/news/19025313/US-SEC-Said-to-Open-Talks-with-Grayscale-on-Spot-Bitcoin-ETF-Push,2023-11-08 20:51:28+00:00
news,feeds2.benzinga.com,"{'negative': 1, 'positive': 3, 'important': 3, 'liked': 2, 'disliked': 2, 'lol': 3, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Benzinga', 'region': 'en', 'domain': 'feeds2.benzinga.com', 'path': None}","Donald Trump's Wealth Surges To $3B, Value Of Crypto Holdings Rises Thanks To Bitcoin's $35K Rally",2023-11-08T03:41:36Z,Donald-Trumps-Wealth-Surges-To-3B-Value-Of-Crypto-Holdings-Rises-Thanks-To-Bitcoins-35K-Rally,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}]",19023047,https://cryptopanic.com/news/19023047/Donald-Trumps-Wealth-Surges-To-3B-Value-Of-Crypto-Holdings-Rises-Thanks-To-Bitcoins-35K-Rally,2023-11-08 03:41:36+00:00
news,coindesk.com,"{'negative': 0, 'positive': 13, 'important': 11, 'liked': 10, 'disliked': 0, 'lol': 2, 'toxic': 0, 'saved': 1, 'comments': 0}","{'title': 'CoinDesk', 'region': 'en', 'domain': 'coindesk.com', 'path': None}",Bitcoin Squeezes to $35.5K as 'Mini Altcoin Season' Lifts Crypto Market Cap to $1.3 Trillion,2023-11-07T20:47:27Z,Bitcoin-Squeezes-to-355K-as-Mini-Altcoin-Season-Lifts-Crypto-Market-Cap-to-13-Trillion,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'XRP', 'title': 'XRP', 'slug': 'ripple', 'url': 'https://cryptopanic.com/news/ripple/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}]",19022549,https://cryptopanic.com/news/19022549/Bitcoin-Squeezes-to-355K-as-Mini-Altcoin-Season-Lifts-Crypto-Market-Cap-to-13-Trillion,2023-11-07 20:47:27+00:00
news,cryptopotato.com,"{'negative': 3, 'positive': 6, 'important': 4, 'liked': 5, 'disliked': 3, 'lol': 3, 'toxic': 0, 'saved': 0, 'comments': 2}","{'title': 'Feed - Cryptopotato.Com', 'region': 'en', 'domain': 'cryptopotato.com', 'path': None}",Cardano Tops This Notable List While ADA Soars 17% Weekly: Details,2023-11-07T14:37:30Z,Cardano-Tops-This-Notable-List-While-ADA-Soars-17-Weekly-Details,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'ADA', 'title': 'Cardano', 'slug': 'cardano', 'url': 'https://cryptopanic.com/news/cardano/'}]",19021700,https://cryptopanic.com/news/19021700/Cardano-Tops-This-Notable-List-While-ADA-Soars-17-Weekly-Details,2023-11-07 14:37:30+00:00
news,finbold.com,"{'negative': 0, 'positive': 4, 'important': 4, 'liked': 4, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Massive victory for Bitcoin bulls if this critical level holds,2023-11-07T14:01:42Z,Massive-victory-for-Bitcoin-bulls-if-this-critical-level-holds,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19021627,https://cryptopanic.com/news/19021627/Massive-victory-for-Bitcoin-bulls-if-this-critical-level-holds,2023-11-07 14:01:42+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",3 things to look out for Bitcoin in November,2023-11-07T11:10:35Z,3-things-to-look-out-for-Bitcoin-in-November,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19021163,https://cryptopanic.com/news/19021163/3-things-to-look-out-for-Bitcoin-in-November,2023-11-07 11:10:35+00:00
news,coinpaprika.com,"{'negative': 1, 'positive': 0, 'important': 6, 'liked': 4, 'disliked': 0, 'lol': 1, 'toxic': 0, 'saved': 0, 'comments': 0}","{'title': 'coinpaprika', 'region': 'en', 'domain': 'coinpaprika.com', 'path': None}",Coinbase Warn Users To Sell Off Bitcoin SV Before January 9,2023-11-07T07:59:32Z,Coinbase-Warn-Users-To-Sell-Off-Bitcoin-SV-Before-January-9,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'BSV', 'title': 'Bitcoin SV', 'slug': 'bitcoin-cash-sv', 'url': 'https://cryptopanic.com/news/bitcoin-cash-sv/'}]",19020704,https://cryptopanic.com/news/19020704/Coinbase-Warn-Users-To-Sell-Off-Bitcoin-SV-Before-January-9,2023-11-07 07:59:32+00:00
news,cointelegraph.com,"{'negative': 0, 'positive': 6, 'important': 6, 'liked': 7, 'disliked': 0, 'lol': 1, 'toxic': 0, 'saved': 1, 'comments': 2}","{'title': 'CoinTelegraph', 'region': 'en', 'domain': 'cointelegraph.com', 'path': None}",China ‘does not want to miss out’: Community reacts to HK spot Bitcoin ETF news,2023-11-06T11:16:35Z,China-does-not-want-to-miss-out-Community-reacts-to-HK-spot-Bitcoin-ETF-news,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19018568,https://cryptopanic.com/news/19018568/China-does-not-want-to-miss-out-Community-reacts-to-HK-spot-Bitcoin-ETF-news,2023-11-06 11:16:35+00:00
news,finbold.com,"{'negative': 0, 'positive': 4, 'important': 3, 'liked': 4, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Bitcoin price prediction as 700k new addresses join the network in a day,2023-11-06T10:32:44Z,Bitcoin-price-prediction-as-700k-new-addresses-join-the-network-in-a-day,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19018470,https://cryptopanic.com/news/19018470/Bitcoin-price-prediction-as-700k-new-addresses-join-the-network-in-a-day,2023-11-06 10:32:44+00:00
news,beincrypto.com,"{'negative': 1, 'positive': 0, 'important': 3, 'liked': 1, 'disliked': 1, 'lol': 0, 'toxic': 0, 'saved': 2, 'comments': 2}","{'title': 'BeInCrypto', 'region': 'en', 'domain': 'beincrypto.com', 'path': None}",This Is the One and Only Thing that Could Kill Bitcoin,2023-11-05T18:52:57Z,This-Is-the-One-and-Only-Thing-that-Could-Kill-Bitcoin,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'OP', 'title': 'Optimism', 'slug': 'optimism', 'url': 'https://cryptopanic.com/news/optimism/'}]",19017562,https://cryptopanic.com/news/19017562/This-Is-the-One-and-Only-Thing-that-Could-Kill-Bitcoin,2023-11-05 18:52:57+00:00
news,finbold.com,"{'negative': 3, 'positive': 0, 'important': 3, 'liked': 3, 'disliked': 1, 'lol': 4, 'toxic': 0, 'saved': 3, 'comments': 3}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}","United Nations warns ‘Bitcoin has concerning impacts on climate, water, and land’",2023-11-05T13:59:56Z,United-Nations-warns-Bitcoin-has-concerning-impacts-on-climate-water-and-land,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19017234,https://cryptopanic.com/news/19017234/United-Nations-warns-Bitcoin-has-concerning-impacts-on-climate-water-and-land,2023-11-05 13:59:56+00:00
news,trustnodes.com,"{'negative': 0, 'positive': 13, 'important': 7, 'liked': 9, 'disliked': 0, 'lol': 3, 'toxic': 0, 'saved': 1, 'comments': 3}","{'title': 'Trustnodes', 'region': 'en', 'domain': 'trustnodes.com', 'path': None}","Ethereum Touches $1,900",2023-11-05T13:59:04Z,Ethereum-Touches-1900,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}]",19017236,https://cryptopanic.com/news/19017236/Ethereum-Touches-1900,2023-11-05 13:59:04+00:00
news,en.bitcoinsistemi.com,"{'negative': 0, 'positive': 6, 'important': 3, 'liked': 7, 'disliked': 0, 'lol': 3, 'toxic': 0, 'saved': 0, 'comments': 8}","{'title': 'en bitcoinsistemi', 'region': 'en', 'domain': 'en.bitcoinsistemi.com', 'path': None}",Charlie Munger Says He’s Concerned About the Recent Surge in Bitcoin Price,2023-11-05T13:44:05Z,Charlie-Munger-Says-Hes-Concerned-About-the-Recent-Surge-in-Bitcoin-Price,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19017223,https://cryptopanic.com/news/19017223/Charlie-Munger-Says-Hes-Concerned-About-the-Recent-Surge-in-Bitcoin-Price,2023-11-05 13:44:05+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",4 altcoins to buy amid heating up markets,2023-11-05T12:51:24Z,4-altcoins-to-buy-amid-heating-up-markets,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19017151,https://cryptopanic.com/news/19017151/4-altcoins-to-buy-amid-heating-up-markets,2023-11-05 12:51:24+00:00
news,coinpaprika.com,"{'negative': 0, 'positive': 15, 'important': 7, 'liked': 14, 'disliked': 0, 'lol': 3, 'toxic': 0, 'saved': 0, 'comments': 1}","{'title': 'coinpaprika', 'region': 'en', 'domain': 'coinpaprika.com', 'path': None}","Bitcoin Holds its Ground on $34,000 Boosting Traders Confidence",2023-11-04T19:39:04Z,Bitcoin-Holds-its-Ground-on-34000-Boosting-Traders-Confidence,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19016560,https://cryptopanic.com/news/19016560/Bitcoin-Holds-its-Ground-on-34000-Boosting-Traders-Confidence,2023-11-04 19:39:04+00:00
news,finbold.com,"{'negative': 1, 'positive': 3, 'important': 3, 'liked': 4, 'disliked': 0, 'lol': 1, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",These two Black Swan events have set Bitcoin for a parabolic shift,2023-11-04T14:13:28Z,These-two-Black-Swan-events-have-set-Bitcoin-for-a-parabolic-shift,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19016183,https://cryptopanic.com/news/19016183/These-two-Black-Swan-events-have-set-Bitcoin-for-a-parabolic-shift,2023-11-04 14:13:28+00:00
news,finbold.com,"{'negative': 0, 'positive': 4, 'important': 3, 'liked': 4, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Can we expect ‘Santa rally’ for Bitcoin this Christmas?,2023-11-04T11:27:54Z,Can-we-expect-Santa-rally-for-Bitcoin-this-Christmas,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19015970,https://cryptopanic.com/news/19015970/Can-we-expect-Santa-rally-for-Bitcoin-this-Christmas,2023-11-04 11:27:54+00:00
news,coinpaprika.com,"{'negative': 2, 'positive': 9, 'important': 12, 'liked': 12, 'disliked': 1, 'lol': 2, 'toxic': 0, 'saved': 2, 'comments': 4}","{'title': 'coinpaprika', 'region': 'en', 'domain': 'coinpaprika.com', 'path': None}",Bitcoin ETF Could be Approved by November's End : Valkyrie CIO Predicts,2023-11-04T09:32:20Z,Bitcoin-ETF-Could-be-Approved-by-Novembers-End-Valkyrie-CIO-Predicts,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19015838,https://cryptopanic.com/news/19015838/Bitcoin-ETF-Could-be-Approved-by-Novembers-End-Valkyrie-CIO-Predicts,2023-11-04 09:32:20+00:00
news,finbold.com,"{'negative': 3, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 2, 'lol': 3, 'toxic': 0, 'saved': 3, 'comments': 1}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Why spot Bitcoin ETFs approval does not guarantee a bull market,2023-11-04T09:11:22Z,Why-spot-Bitcoin-ETFs-approval-does-not-guarantee-a-bull-market,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19015813,https://cryptopanic.com/news/19015813/Why-spot-Bitcoin-ETFs-approval-does-not-guarantee-a-bull-market,2023-11-04 09:11:22+00:00
news,newsbtc.com,"{'negative': 5, 'positive': 11, 'important': 4, 'liked': 13, 'disliked': 6, 'lol': 4, 'toxic': 0, 'saved': 0, 'comments': 2}","{'title': 'NewsBTC', 'region': 'en', 'domain': 'newsbtc.com', 'path': None}",Will Cardano Replicate Solana’s Surge? Analyst Reveals Similarities For 80% Rise,2023-11-03T20:00:57Z,Will-Cardano-Replicate-Solanas-Surge-Analyst-Reveals-Similarities-For-80-Rise,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'XRP', 'title': 'XRP', 'slug': 'ripple', 'url': 'https://cryptopanic.com/news/ripple/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}, {'code': 'ADA', 'title': 'Cardano', 'slug': 'cardano', 'url': 'https://cryptopanic.com/news/cardano/'}]",19015272,https://cryptopanic.com/news/19015272/Will-Cardano-Replicate-Solanas-Surge-Analyst-Reveals-Similarities-For-80-Rise,2023-11-03 20:00:57+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",ChatGPT predicts Bitcoin price for start of 2024,2023-11-03T17:06:50Z,ChatGPT-predicts-Bitcoin-price-for-start-of-2024,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19014940,https://cryptopanic.com/news/19014940/ChatGPT-predicts-Bitcoin-price-for-start-of-2024,2023-11-03 17:06:50+00:00
news,en.bitcoinsistemi.com,"{'negative': 1, 'positive': 1, 'important': 4, 'liked': 2, 'disliked': 0, 'lol': 1, 'toxic': 0, 'saved': 1, 'comments': 0}","{'title': 'en bitcoinsistemi', 'region': 'en', 'domain': 'en.bitcoinsistemi.com', 'path': None}",BREAKING! US Non-Farm Employment and Unemployment Data Announced! Here is Bitcoin's First Reaction!,2023-11-03T12:31:07Z,BREAKING-US-Non-Farm-Employment-and-Unemployment-Data-Announced-Here-is-Bitcoins-First-Reaction,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19014255,https://cryptopanic.com/news/19014255/BREAKING-US-Non-Farm-Employment-and-Unemployment-Data-Announced-Here-is-Bitcoins-First-Reaction,2023-11-03 12:31:07+00:00
